name,email,phone,detail_url
GO Telecom,info@go.com.sa,17777,https://www.eyeofriyadh.com/directory/details/2834_go-telecom
Academic City Schools,info@acs.edu.sa,920033941,https://www.eyeofriyadh.com/directory/details/2842_academic-city-schools
Baraem Rowad Al Khaleej International Kindergarten,,920033433,https://www.eyeofriyadh.com/directory/details/2847_baraem-rowad-al-khaleej-international-kindergarten
Saudi Broadcasting Authority,info@sba.sa,+966 114425999,https://www.eyeofriyadh.com/directory/details/2850_saudi-broadcasting-authority
General Commission for Audiovisual Media,info@gcam.gov.sa,920004242,https://www.eyeofriyadh.com/directory/details/2851_general-commission-for-audiovisual-media
PhysioTrio Clinic,info@physiotrio.com,920004385 ,https://www.eyeofriyadh.com/directory/details/2857_physiotrio-clinic
Saudi Chinese Center,Jed.Clinic@Alhejin.Com,920011111,https://www.eyeofriyadh.com/directory/details/2859_saudi-chinese-center
Dallah-hospital (Physiotherapy department),info@dallah-hospital.com,920012222,https://www.eyeofriyadh.com/directory/details/2860_dallah-hospital-physiotherapy-department
Saudi German Hospitals (Physiotherapy Department),,+966 11 268 5555,https://www.eyeofriyadh.com/directory/details/2863_saudi-german-hospitals-physiotherapy-department
Alfalah Hospital (Physiotherapy Department),Info@alfalahh.com,+966 11 446 3737,https://www.eyeofriyadh.com/directory/details/2864_alfalah-hospital-physiotherapy-department
Dr.Ahmed Abanamy Center(Physiotherapy Department),,+966 11 269 6060 ,https://www.eyeofriyadh.com/directory/details/2865_dr-ahmed-abanamy-center-physiotherapy-department
Riyadh Care Hospital (Physiotherapy Department),care@care.med.sa,920004585,https://www.eyeofriyadh.com/directory/details/2866_riyadh-care-hospital-physiotherapy-department
Dr Sulaiman Alhabib Hospital (Physiotherapy Department),info@drsulaimanalhabib.com,+966 11 462 2224,https://www.eyeofriyadh.com/directory/details/2867_dr-sulaiman-alhabib-hospital-physiotherapy-department
Specialized Medical Center Hospital (Physiotherapy Department),info@smc.com.sa,+966 11 434 3800,https://www.eyeofriyadh.com/directory/details/2868_specialized-medical-center-hospital-physiotherapy-department
Swicorp,morganepapal2@gmail.com,+966 11 211 0737,https://www.eyeofriyadh.com/directory/details/2869_swicorp
Liva Insurance,customer.care@sa.rsagroup.com,800 244 4481,https://www.eyeofriyadh.com/directory/details/2875_liva-insurance
Buruj Cooperative  insurance,,8001240201,https://www.eyeofriyadh.com/directory/details/2876_buruj-cooperative-insurance
AljaziraTakaful,info@ajt.com.sa,8002440959,https://www.eyeofriyadh.com/directory/details/2878_aljaziratakaful
The Ritz Carlton Ballroom,Merhan.Elmassry@RitzCarlton.com, 8008971435,https://www.eyeofriyadh.com/directory/details/2915_the-ritz-carlton-ballroom
King Khalid University Hospital,secure@ksu.edu.sa,+966 11 467 0011,https://www.eyeofriyadh.com/directory/details/2924_king-khalid-university-hospital
GCC Standardization Organization,csc@gso.org.sa,920033992,https://www.eyeofriyadh.com/directory/details/2936_gcc-standardization-organization
Egyptian Commercial Service,riyadh@ecs.gov.eg,20223424055,https://www.eyeofriyadh.com/directory/details/2938_egyptian-commercial-service
Japan External Trade Organization (JETRO),info_SAR@jetro.go.jp,96611219-9155 ,https://www.eyeofriyadh.com/directory/details/2939_japan-external-trade-organization-jetro
Courtyard Riyadh Diplomatic Quarter,RiyadhRES@marriotthotels.com,+966112817300,https://www.eyeofriyadh.com/directory/details/2963_courtyard-riyadh-diplomatic-quarter
Marriott Executive Apartments,RiyadhRES@marriotthotels.com,+966 11 283 5300,https://www.eyeofriyadh.com/directory/details/2964_marriott-executive-apartments
Ibn Khaldun Institute for Training,info@ikcedu.net,+966 11 480 2743 ,https://www.eyeofriyadh.com/directory/details/3005_ibn-khaldun-institute-for-training
Dent Clinc,Marketing@dent.sa,9200 08311,https://www.eyeofriyadh.com/directory/details/3027_dent-clinc
The Clinincs,Contactus@the-clinics.com,+966 11 465 1919,https://www.eyeofriyadh.com/directory/details/3028_the-clinincs
Education & Training Evaluation Commission,Info@eec.gov.sa,920033515,https://www.eyeofriyadh.com/directory/details/3049_education-training-evaluation-commission
RAJHI INVEST,info@rajhi-invest.com,96611 243 8000,https://www.eyeofriyadh.com/directory/details/3068_rajhi-invest
Falcon Plastic Products Co.,info@falconplastic.com.sa,+966 11 2651531,https://www.eyeofriyadh.com/directory/details/3070_falcon-plastic-products-co
Saudi Electronic University,contact@seu.edu.sa, 199099,https://www.eyeofriyadh.com/directory/details/3083_saudi-electronic-university
Alfaisal University,info@alfaisal.edu,920000570,https://www.eyeofriyadh.com/directory/details/3084_alfaisal-university
Al Yamamah Steel,ys@yamsteel.com,+966 11 4770512,https://www.eyeofriyadh.com/directory/details/3131_al-yamamah-steel
SALIC,info@salic.com,+966 11 400 1144,https://www.eyeofriyadh.com/directory/details/3143_salic
Shams Al-Riyadh Holding,info@shams-alriyadh.com,+ 966 11 292 1914,https://www.eyeofriyadh.com/directory/details/3153_shams-al-riyadh-holding
Rouge Clinic,info@rougeclinic.com,920033111,https://www.eyeofriyadh.com/directory/details/3171_rouge-clinic
Smile Rising Dental Clinic,info@smile-rising.com,9200 02100,https://www.eyeofriyadh.com/directory/details/3173_smile-rising-dental-clinic
Al-Faisaliah Spa by ESPA,moryd-spa@mohg.com,+966 11 273 3000,https://www.eyeofriyadh.com/directory/details/3197_al-faisaliah-spa-by-espa
Tabuk Pharmaceuticals,hr@tabukpharmaceuticals.com,+966 11 477 4946,https://www.eyeofriyadh.com/directory/details/3315_tabuk-pharmaceuticals
Perla,,+966503619202,https://www.eyeofriyadh.com/directory/details/3396_perla
Tabbara Optical,customerservice@tabbaraoptical.com,+966 11 465 2878,https://www.eyeofriyadh.com/directory/details/3451_tabbara-optical
Magrabi Optical,customercare@magrabi.com,800 8200 222,https://www.eyeofriyadh.com/directory/details/3452_magrabi-optical
Albadr Optical,al-badr@albadr-optical.com,+966 26 688 500,https://www.eyeofriyadh.com/directory/details/3455_albadr-optical
Alsalman Optical,Contact@alsalmanoptics.com,+966 92 000 1999,https://www.eyeofriyadh.com/directory/details/3456_alsalman-optical
Almaha Opticals,imodhish@almahaopt.com.sa,966 53 900 3334,https://www.eyeofriyadh.com/directory/details/3457_almaha-opticals
ARAC,info@arac.sa,+966 114171555,https://www.eyeofriyadh.com/directory/details/3586_arac
Riyadh chamber,info@rdcci.org.sa,920004565,https://www.eyeofriyadh.com/directory/details/3626_riyadh-chamber
Arar Chamber,info@ncci.org.sa,+966146633339,https://www.eyeofriyadh.com/directory/details/3637_arar-chamber
Bisha Chamber,info@bishacci.org.sa,966176225524,https://www.eyeofriyadh.com/directory/details/3643_bisha-chamber
Al-Majma'a Chamber,tr-em@majcci.org.sa,920012585,https://www.eyeofriyadh.com/directory/details/3644_al-majmaa-chamber
AL-Gurayat chamber,info@gcci.org.sa,+966146426200,https://www.eyeofriyadh.com/directory/details/3652_al-gurayat-chamber
Riyadh Principality,webmaster@riyadh.gov.sa,+966 11 4114444,https://www.eyeofriyadh.com/directory/details/3654_riyadh-principality
General Commission For The Guardianship Of Trust Funds For Minors And Their Counterparts,info@wilayah.gov.sa,920020033,https://www.eyeofriyadh.com/directory/details/3657_general-commission-for-the-guardianship-of-trust-funds-for-minors-and-their-counterparts
Saudi Press Agency,info@spa.gov.sa,+966 11 4019200,https://www.eyeofriyadh.com/directory/details/3658_saudi-press-agency
Oman Embassy,omanemb-ksa@hotmail.com,+966114823120,https://www.eyeofriyadh.com/directory/details/3701_oman-embassy
Tunisian Embassy,amb.tunisie.riyadh@saudi.net.sa,+966114887900,https://www.eyeofriyadh.com/directory/details/3702_tunisian-embassy
Jordanian Embassy,Riyadh@fm.gov.jo,+966114880071,https://www.eyeofriyadh.com/directory/details/3703_jordanian-embassy
Lebanese Embassy,safaritloubnane@gmail.com,+966114804070,https://www.eyeofriyadh.com/directory/details/3704_lebanese-embassy
Syrian Embassy,info@syrianembassy-sa.org,+966114887481,https://www.eyeofriyadh.com/directory/details/3705_syrian-embassy
Iraq Embassy,rydemb@mofa.gov.iq,+966114806514,https://www.eyeofriyadh.com/directory/details/3706_iraq-embassy
Taleen MEdical,info@taleenmed.com,+966 11 202 0111,https://www.eyeofriyadh.com/directory/details/3714_taleen-medical
Van Cleef & Arpels,info@vancleefarpels.com,+971 4 425 2740,https://www.eyeofriyadh.com/directory/details/3717_van-cleef-arpels
Japanese Embassy,info@jpn-emb-sa.com,+96611488100,https://www.eyeofriyadh.com/directory/details/3722_japanese-embassy
Sudanese Embassy,info@sudanembassy.org.sa,+966114887979,https://www.eyeofriyadh.com/directory/details/3723_sudanese-embassy
Yemeni Embassy,info@yemenembassy-sa.org,+966114881769,https://www.eyeofriyadh.com/directory/details/3724_yemeni-embassy
Philippine Embassy,rype@riyadhpe.com,966114823559,https://www.eyeofriyadh.com/directory/details/3725_philippine-embassy
Pakistani Embassy,parep_riyadh@yahoo.com,+966114884111,https://www.eyeofriyadh.com/directory/details/3726_pakistani-embassy
Russian Embassy,springmail@sigi.net.sa,+966114811875,https://www.eyeofriyadh.com/directory/details/3727_russian-embassy
Embassy Of The Republic Of Singapore,singemb_ruh@mfa.sg,+966114803855,https://www.eyeofriyadh.com/directory/details/3728_embassy-of-the-republic-of-singapore
Switzerland Embassy,rya.vertretung@eda.admin.ch,+966114881291,https://www.eyeofriyadh.com/directory/details/3729_switzerland-embassy
Indian Embassy,ambassador@indianembassy.org.sa,+966114884691,https://www.eyeofriyadh.com/directory/details/3730_indian-embassy
German Embassy,info@riad.diplo.de,+966114880700,https://www.eyeofriyadh.com/directory/details/3731_german-embassy
Greek Embassy,,+966 11 4801974,https://www.eyeofriyadh.com/directory/details/3732_greek-embassy
Argentinean Embassy,carab@nesma.net.sa,+966114652600,https://www.eyeofriyadh.com/directory/details/3734_argentinean-embassy
Indonesian Embassy,riyadh.kbri@kemlu.go.id,+966114882131,https://www.eyeofriyadh.com/directory/details/3735_indonesian-embassy
Brazilian Embassy,brasemb.riade@itamaraty.gov.br,+966114880025,https://www.eyeofriyadh.com/directory/details/3736_brazilian-embassy
Ethiopian Embassy,ethiopion@awal.net.sa,+966114824055,https://www.eyeofriyadh.com/directory/details/3738_ethiopian-embassy
Canadian Embassy,riyadh@international.gc.ca,+966114882288,https://www.eyeofriyadh.com/directory/details/3740_canadian-embassy
Chinese Embassy,chiemsaudi@hotmail.com,+966114832126,https://www.eyeofriyadh.com/directory/details/3741_chinese-embassy
Malaysian Embassy,Mwriyadh@awalnet.net.sa,+966114887100,https://www.eyeofriyadh.com/directory/details/3742_malaysian-embassy
Somali Embassy,webmaster@somaligov.net,+966114632774,https://www.eyeofriyadh.com/directory/details/3758_somali-embassy
Cameroonian Embassy,ambacamriyad@yahoo.fr,+966114880203,https://www.eyeofriyadh.com/directory/details/3759_cameroonian-embassy
Austrian Embassy,Riyadh-ob@bmaa.gv.at,+966114806598,https://www.eyeofriyadh.com/directory/details/3760_austrian-embassy
Bangladesh Embassy,bootriyadh@zajil.net,+966114193112,https://www.eyeofriyadh.com/directory/details/3763_bangladesh-embassy
Mexican Embassy,embamexasa@yahoo.com,+966114808822,https://www.eyeofriyadh.com/directory/details/3766_mexican-embassy
Belgian Embassy,Riyadh@diplobel.fed.be,+966114882888,https://www.eyeofriyadh.com/directory/details/3767_belgian-embassy
Denmark Embassy,ruhamb@um.dk,+966114880101,https://www.eyeofriyadh.com/directory/details/3768_denmark-embassy
Swedish Embassy,Ambassaden.riyadh@gov.sa,+966114883100,https://www.eyeofriyadh.com/directory/details/3775_swedish-embassy
Nepali Embassy,,+966114645170,https://www.eyeofriyadh.com/directory/details/3776_nepali-embassy
Norwegian Embassy,Emb.riydh@mofa.no,+966114881904,https://www.eyeofriyadh.com/directory/details/3777_norwegian-embassy
New Zealand Embassy,info@nzembassy.org.sa,+966114887988,https://www.eyeofriyadh.com/directory/details/3778_new-zealand-embassy
Finland Embassy,finemb@nesma.net.sa,+966114881515,https://www.eyeofriyadh.com/directory/details/3779_finland-embassy
Coffee Aroma,,920000129,https://www.eyeofriyadh.com/directory/details/3795_coffee-aroma
Talat School,info@talatschool.edu.sa,+966 11 454 5299,https://www.eyeofriyadh.com/directory/details/3801_talat-school
Kids Sky,kids-sky@windowslive.com,+966 11 263 3426,https://www.eyeofriyadh.com/directory/details/3802_kids-sky
My Little School,admin@mls.com.sa,+966 11 482 2820,https://www.eyeofriyadh.com/directory/details/3803_my-little-school
My School,myschoolksa@gmail.com,+966 55 222 9663,https://www.eyeofriyadh.com/directory/details/3804_my-school
"Zakat, Tax and Customs Authority",info@zatca.gov.sa,19993,https://www.eyeofriyadh.com/directory/details/3806_zakat-tax-and-customs-authority
Firstaiment,booking@firstaiment.com,920003318,https://www.eyeofriyadh.com/directory/details/3822_firstaiment
Saudi Exports Development Authority,info@saudiexports.sa,920007355,https://www.eyeofriyadh.com/directory/details/3831_saudi-exports-development-authority
Gulf Monetary Council,info@gmco.int, +966  11 2614999​​,https://www.eyeofriyadh.com/directory/details/3837_gulf-monetary-council
Turkmenistan Embassy,info@turkmenemb-sa.org, +966112054898,https://www.eyeofriyadh.com/directory/details/3838_turkmenistan-embassy
Vietnam Embassy,vnemb.sa@mofa.gov,+966114547887,https://www.eyeofriyadh.com/directory/details/3839_vietnam-embassy
Liberia Embassy,info@liberia.org.sa,+966114503602,https://www.eyeofriyadh.com/directory/details/3841_liberia-embassy
Peru Embassy,peru.riyadh@gmail.com,+966114822474,https://www.eyeofriyadh.com/directory/details/3842_peru-embassy
Maldivian Embassy,adhanu@gmail.com,+966114626787,https://www.eyeofriyadh.com/directory/details/3843_maldivian-embassy
Korea Embassy,emsau@mofa.go.kr,+966 11 4882211,https://www.eyeofriyadh.com/directory/details/3844_korea-embassy
General Authority for Survey and Geospatial Information,info@gcs.gov.sa,920000427,https://www.eyeofriyadh.com/directory/details/3851_general-authority-for-survey-and-geospatial-information
King Abdullah Foundation,,,https://www.eyeofriyadh.com/directory/details/3862_king-abdullah-foundation
General Authority for Statistics,info@stats.gov.sa,+966 11 401 4138,https://www.eyeofriyadh.com/directory/details/3909_general-authority-for-statistics
Sultan Bin Abdulaziz Humanitarian City,info@humanitariancity.org.sa,+966 11 562 0000,https://www.eyeofriyadh.com/directory/details/3919_sultan-bin-abdulaziz-humanitarian-city
The Cooperation Council for the Arab States of the Gulf,Site@gccsg.org,+966 11 482 7777,https://www.eyeofriyadh.com/directory/details/3922_the-cooperation-council-for-the-arab-states-of-the-gulf
General Authority for Exhibitions and Conventions,info@secb.gov.sa,+966112834707,https://www.eyeofriyadh.com/directory/details/3931_general-authority-for-exhibitions-and-conventions
Saudi E-Government Program Yesser,support@yesser.gov.sa,+966 11 452 2442,https://www.eyeofriyadh.com/directory/details/3934_saudi-e-government-program-yesser
Thiqah,info@thiqah.sa,920009575,https://www.eyeofriyadh.com/directory/details/3935_thiqah
King Abdullah Petroleum Studies & Research Center,jobs@kapsarc.org, 966 11 522 7014 ,https://www.eyeofriyadh.com/directory/details/3936_king-abdullah-petroleum-studies-research-center
King Abdullah City for Atomic and Renewable Energy - K•A•CARE,info@energy.gov.sa,+966 11 808 5555,https://www.eyeofriyadh.com/directory/details/3937_king-abdullah-city-for-atomic-and-renewable-energy-k-a-care
Takamol Holding,info@takamol.com.sa,,https://www.eyeofriyadh.com/directory/details/3940_takamol-holding
Saudi Energy Efficiency Center,info@seec.gov.sa,+966 11 410 8787,https://www.eyeofriyadh.com/directory/details/3941_saudi-energy-efficiency-center
Saudi Exchange,info@tadawul.com.sa,+96692000 1919,https://www.eyeofriyadh.com/directory/details/3942_saudi-exchange
Fit Forever Fitness,info@fitforeverfitness.com,+966 11 810 0111 ,https://www.eyeofriyadh.com/directory/details/3946_fit-forever-fitness
Pearls  Clinic,info@pearlsclinics.com,+966 11 263 2424,https://www.eyeofriyadh.com/directory/details/3947_pearls-clinic
Rosh Rayhaan by Rotana,rosh.rayhaan@rotana.com,+966 (0)11 4479888,https://www.eyeofriyadh.com/directory/details/4030_rosh-rayhaan-by-rotana
Civil Affairs,ahwalcare@ahwal.gov.sa,920022133,https://www.eyeofriyadh.com/directory/details/4039_civil-affairs
Aqdamy Center,info@aqdamy.com,+966 11 230 1110,https://www.eyeofriyadh.com/directory/details/4055_aqdamy-center
Elite Talents,info@elite-talents.com, + 966 55 444 9275,https://www.eyeofriyadh.com/directory/details/4067_elite-talents
American Express KSA,customerservice@americanexpress.com.sa,800 124 2229,https://www.eyeofriyadh.com/directory/details/4314_american-express-ksa
BAE Systems Saudi Arabia,saudiarabia@baesystems.com,+96611445 9100,https://www.eyeofriyadh.com/directory/details/4320_bae-systems-saudi-arabia
Al Rajhi Holding Group,info@alrajhigroup.sa,966 11 511 8888,https://www.eyeofriyadh.com/directory/details/4326_al-rajhi-holding-group
Awqaf Suliman Al Rajhi Holding Co.,info@asrhc.com,966 11 244 7636,https://www.eyeofriyadh.com/directory/details/4332_awqaf-suliman-al-rajhi-holding-co
General Entertainment Authority,info@gea.gov.sa, 920000123,https://www.eyeofriyadh.com/directory/details/4600_general-entertainment-authority
Ministry of Sport,info@gsa.gov.sa,+966 11 250 0000,https://www.eyeofriyadh.com/directory/details/4601_ministry-of-sport
Al Yusr Leasing & Finance,sm@alyusr.com.sa,920000711,https://www.eyeofriyadh.com/directory/details/4606_al-yusr-leasing-finance
flyin,customercare@flyin.com,920025959,https://www.eyeofriyadh.com/directory/details/4608_flyin
Saudi Diesel Equipment Company,info@saudidiesel.com.sa,+ 966 11 231 1932,https://www.eyeofriyadh.com/directory/details/4610_saudi-diesel-equipment-company
Tatweer Buildings Company,Info@tbc.sa,920022161,https://www.eyeofriyadh.com/directory/details/4611_tatweer-buildings-company
HungerStation,WeCare@hungerstation.com,1006811556,https://www.eyeofriyadh.com/directory/details/4623_hungerstation
Talabat,,920001649,https://www.eyeofriyadh.com/directory/details/4626_talabat
Visa,corporaterelationsme@visa.com,,https://www.eyeofriyadh.com/directory/details/4645_visa
Jawwy,info@jawwy.sa,0539266417,https://www.eyeofriyadh.com/directory/details/4648_jawwy
Astra Group,astra@astra.com.sa,+966 11 477 1488,https://www.eyeofriyadh.com/directory/details/4650_astra-group
Al Arabia Outdoor Advertising,info@al-arabia.com,920033343,https://www.eyeofriyadh.com/directory/details/4680_al-arabia-outdoor-advertising
AbbVie,Noorsy.nour@go.com.sa,+966 11 299 42 00	,https://www.eyeofriyadh.com/directory/details/4690_abbvie
J.P. Morgan,,+966 11 299 3800,https://www.eyeofriyadh.com/directory/details/4712_j-p-morgan
Tourism Information and Research Center (MAS),info@mas.gov.sa,+966 11 257 0837,https://www.eyeofriyadh.com/directory/details/4714_tourism-information-and-research-center-mas
TALEMIA,,966112762222,https://www.eyeofriyadh.com/directory/details/4715_talemia
Sky Zone Trampoline Park,,920006699,https://www.eyeofriyadh.com/directory/details/4719_sky-zone-trampoline-park
Chuck.E.Cheese's,,966557869814,https://www.eyeofriyadh.com/directory/details/4724_chuck-e-cheeses
Ahaji,info@ahaji.sa,966112774299,https://www.eyeofriyadh.com/directory/details/4726_ahaji
SPARKY'S,info@alhokair.com,+966557972777,https://www.eyeofriyadh.com/directory/details/4743_sparkys
Bold,,+966114330099,https://www.eyeofriyadh.com/directory/details/4749_bold
Bytes Future,info@bytesfuture.com,+966582886100,https://www.eyeofriyadh.com/directory/details/4754_bytes-future
Designometrics,info@designometrics.com,+966 59 227 2175,https://www.eyeofriyadh.com/directory/details/4756_designometrics
Dulani Business Center,info@dulani.gov.sa,920010922,https://www.eyeofriyadh.com/directory/details/4761_dulani-business-center
Al Hamra Oasis Village,aovc@alhamra.com.sa,+966 11 2490440,https://www.eyeofriyadh.com/directory/details/4764_al-hamra-oasis-village
Snow City,info@othaimleisure.com,920008331 ,https://www.eyeofriyadh.com/directory/details/4766_snow-city
Saffori Land,info@othaimleisure.com,920008331,https://www.eyeofriyadh.com/directory/details/4768_saffori-land
Colleges of Excellence,info@coe.com.sa, +966 11 250 4500,https://www.eyeofriyadh.com/directory/details/4776_colleges-of-excellence
Al Nakhla Residential Resort,info@alnakhla-sa.com,+966 11 511 77 11,https://www.eyeofriyadh.com/directory/details/4781_al-nakhla-residential-resort
Al Ayuni Investment and Contacting Company,Info@Alayuni.com,+966 11 2405000,https://www.eyeofriyadh.com/directory/details/4801_al-ayuni-investment-and-contacting-company
Saudi Construction Development Co. (SCDCO),Info@scdco.sa, 920001983,https://www.eyeofriyadh.com/directory/details/4827_saudi-construction-development-co-scdco
Saudi Electricity Company,info@se.com.sa,920000222,https://www.eyeofriyadh.com/directory/details/4828_saudi-electricity-company
Najm Company for Insurance Services,info@najm.sa,920000560,https://www.eyeofriyadh.com/directory/details/4830_najm-company-for-insurance-services
Saudi Credit Bureau - SIMAH,cs@simah.com,80030100046 ,https://www.eyeofriyadh.com/directory/details/4833_saudi-credit-bureau-simah
Sadad Payment System,,,https://www.eyeofriyadh.com/directory/details/4839_sadad-payment-system
Saudi Railway Company (SAR),customerservices@sar.com.sa,920000329,https://www.eyeofriyadh.com/directory/details/4841_saudi-railway-company-sar
Tatweer Educational Transportation Services Company- Rafed,CS@rafedsa.com,8001231000,https://www.eyeofriyadh.com/directory/details/4843_tatweer-educational-transportation-services-company-rafed
Steel Products Company Stepco,steel@stepco.com.sa,+966 11 498 1888,https://www.eyeofriyadh.com/directory/details/4851_steel-products-company-stepco
Acwa Power,,+966 11 283 5555,https://www.eyeofriyadh.com/directory/details/4856_acwa-power
Al Wasail Al Haditha Est.,,+966 11 257 7323,https://www.eyeofriyadh.com/directory/details/4869_al-wasail-al-haditha-est
Physical Therapists Center (PTC),info@ptcsaudi.com,+966 11 293 0010,https://www.eyeofriyadh.com/directory/details/4907_physical-therapists-center-ptc
Marsh,ExecutiveChairman.MENA@marsh.com, +966 11 434 7500,https://www.eyeofriyadh.com/directory/details/4908_marsh
Alpha Optical,info@alphaoptical.com,966118103920,https://www.eyeofriyadh.com/directory/details/4912_alpha-optical
Nuyu,community@nuyu-ksa.com,920007576,https://www.eyeofriyadh.com/directory/details/4918_nuyu
Saudi Law Training Center,info@sltc.sa,+966114080058 ,https://www.eyeofriyadh.com/directory/details/4919_saudi-law-training-center
Arabian Development World Co. For Building Materials,info@adw.com.sa,920003638,https://www.eyeofriyadh.com/directory/details/4927_arabian-development-world-co-for-building-materials
ExxonMobil,,,https://www.eyeofriyadh.com/directory/details/4959_exxonmobil
Al Riyadh Travel & Tourism,info@alriyadhtravel.com,9200 22228,https://www.eyeofriyadh.com/directory/details/4961_al-riyadh-travel-tourism
Schlumberger,,0565301834,https://www.eyeofriyadh.com/directory/details/4963_schlumberger
MAN Diesel & Turbo,PowerSalesRegion-MENA@mandieselturbo.com,+966 11 472 0353,https://www.eyeofriyadh.com/directory/details/4984_man-diesel-turbo
Masdar Building Materials,info@mbm.com.sa,+966118293333,https://www.eyeofriyadh.com/directory/details/4997_masdar-building-materials
Intilaka schools,info@intilaka-schools.com,92 000 8238,https://www.eyeofriyadh.com/directory/details/5000_intilaka-schools
Knowledge Fields,info.knowledge.fields@gmail.com,+966 11 416 4343,https://www.eyeofriyadh.com/directory/details/5003_knowledge-fields
National Gas & Industrialization Company (GASCO),info@gasco.com.sa,920009911,https://www.eyeofriyadh.com/directory/details/5014_national-gas-industrialization-company-gasco
Honeywell,,96611434711,https://www.eyeofriyadh.com/directory/details/5023_honeywell
Elite Holidays Travel & Tourism,info@EliteHolidays.sa,+966114569292 ,https://www.eyeofriyadh.com/directory/details/5034_elite-holidays-travel-tourism
Sky International Travel & Tourism,info@skyflyway.com,920000453,https://www.eyeofriyadh.com/directory/details/5035_sky-international-travel-tourism
Elite Hospital,Marketing@elitehospitalsa.com,+966 11 461 6777,https://www.eyeofriyadh.com/directory/details/5044_elite-hospital
AL SAFWA HOSPITAL MAJESTY,info@safwahospital.com,920010102,https://www.eyeofriyadh.com/directory/details/5045_al-safwa-hospital-majesty
Adama Hospital,info@adamahealthcare.com,920023262 ,https://www.eyeofriyadh.com/directory/details/5048_adama-hospital
Saudi Arabian Olympic Committee,saoc@olympic.sa,+966 11 482 1832,https://www.eyeofriyadh.com/directory/details/5086_saudi-arabian-olympic-committee
Alhyat Center For Physical Therapy,alhyat-911@hotmail.com,+966 54 488 9939,https://www.eyeofriyadh.com/directory/details/5088_alhyat-center-for-physical-therapy
Mubasher.Info,feedback@mubasher.info,,https://www.eyeofriyadh.com/directory/details/5091_mubasher-info
Holool Aloula,info@holool.sa,920004098,https://www.eyeofriyadh.com/directory/details/5093_holool-aloula
Dome Suites,info@domehotels.net,+966 11 464 2755,https://www.eyeofriyadh.com/directory/details/5096_dome-suites
Rwaq Hotel Suites,info@rwaq.sa,920008988,https://www.eyeofriyadh.com/directory/details/5097_rwaq-hotel-suites
Duset suites,,+966 11 226 1111,https://www.eyeofriyadh.com/directory/details/5099_duset-suites
Rafa Hotel Suites,,+966 11 562 2212,https://www.eyeofriyadh.com/directory/details/5100_rafa-hotel-suites
Bzul Apartment,Bzul2p@gmail.com,+966 11 237 1166,https://www.eyeofriyadh.com/directory/details/5103_bzul-apartment
Lotuston Hotel,info@lotuston.com,920011858,https://www.eyeofriyadh.com/directory/details/5107_lotuston-hotel
Ascott Rafal Olaya,enquiry.riyadh@the-ascott.com,+966 11 408 8700,https://www.eyeofriyadh.com/directory/details/5113_ascott-rafal-olaya
Marriott Executive Apartments,,+966 11 283 5300,https://www.eyeofriyadh.com/directory/details/5114_marriott-executive-apartments
Integrated Treatment Center,info@elajicenter.com,+966 11 478 4446,https://www.eyeofriyadh.com/directory/details/5117_integrated-treatment-center
Bedayah pediatric physical therapy center,info@bd-center.com,+966 55 033 3435,https://www.eyeofriyadh.com/directory/details/5118_bedayah-pediatric-physical-therapy-center
Almuhaidb Hotel Apartments,info@almuhaidb.com,920000004,https://www.eyeofriyadh.com/directory/details/5122_almuhaidb-hotel-apartments
Seven Medical Rehabilitation Center,info@7rehab.com,+966 55 190 9929,https://www.eyeofriyadh.com/directory/details/5127_seven-medical-rehabilitation-center
Al-Alamiah for Education and Training,info@alamiah.edu.sa,92 002 7887,https://www.eyeofriyadh.com/directory/details/5131_al-alamiah-for-education-and-training
Alehtiraf Education and Training Academy,info@alehtiraf.com,+966 11 292 2333 ,https://www.eyeofriyadh.com/directory/details/5133_alehtiraf-education-and-training-academy
Riyadh Polytechinic Institute,Info@rpi.edu.sa,+966 11 408 1666,https://www.eyeofriyadh.com/directory/details/5135_riyadh-polytechinic-institute
Saudi Arabian Industrial Investments Company,info@dussur.com, +966 11 826 5000,https://www.eyeofriyadh.com/directory/details/5153_saudi-arabian-industrial-investments-company
Solutions Insurance & Reinsurance Broker,solutions@sinsb.com.sa,8004300034,https://www.eyeofriyadh.com/directory/details/5154_solutions-insurance-reinsurance-broker
Trust Insurance Brokers,info@trust-sa.com,+966 11 472 57 88,https://www.eyeofriyadh.com/directory/details/5155_trust-insurance-brokers
Broker Vision Insurance,, +966 12 239 9494,https://www.eyeofriyadh.com/directory/details/5157_broker-vision-insurance
Kore Fitness Center,info@kore.com.sa,+966 11 482 0003,https://www.eyeofriyadh.com/directory/details/5162_kore-fitness-center
Kafaat Business Solutions,info@kafaat-s.com,+966 92000 9795,https://www.eyeofriyadh.com/directory/details/5167_kafaat-business-solutions
National Talent,info@nationaltalentksa.com,+966 11 261 1470,https://www.eyeofriyadh.com/directory/details/5169_national-talent
Bayt.com,,+966 11 478 4736,https://www.eyeofriyadh.com/directory/details/5170_bayt-com
Golden Nouran Insurance Brokerage,Quote@gnib.com.sa,920013039,https://www.eyeofriyadh.com/directory/details/5172_golden-nouran-insurance-brokerage
Insurance House Co,info@ihc.com.sa,0114661096,https://www.eyeofriyadh.com/directory/details/5173_insurance-house-co
Tea Club,,,https://www.eyeofriyadh.com/directory/details/5177_tea-club
