company_name,phone_number,city,category,subcategory,description,detail_url
Zeej Print’s,966-11-4097500,Riaydh,"advertising,marketing",Promotional materials,"Founded in 2003, Zeej Print’s mission was to be part of the digital printing evolution into mainstream printing. From its early days, Zeej always believed that digital is the future and technology imp...",https://www.findsaudi.com/en/CatView/402/5793/Zeej_Print_s.aspx
Maharat Est.,966-11-2707311,Riaydh,"advertising,marketing",Promotional materials,"Advertising, Publications, Organization & Exhibitions & Conferences",https://www.findsaudi.com/en/CatView/402/5665/Maharat_Est_.aspx
PAJILL,966-11-4941319,Riaydh,"advertising,marketing",Promotional materials,PAJILL is one of the leading agencies in Saudi Arabia and in the GCC countries known for providing marketing services and solutions to different companies.,https://www.findsaudi.com/en/CatView/402/5187/PAJILL.aspx
Studio52 Media Production,966-13-8993344,Al Khobar,"advertising,marketing",Promotional materials,"Studio52 Time lapse includes site survey,installation & timely delivery of top quality timelapse videos across UAE,Kuwait,Saudi Arabia,Bahrain,Oman & Qatar.",https://www.findsaudi.com/en/CatView/402/4456/Studio52_Media_Production.aspx
sham,966-11-4422202,Riaydh,"advertising,marketing",Promotional materials,"exhibition solutions, signage and interior decor",https://www.findsaudi.com/en/CatView/402/3944/sham.aspx
Aien aletisal Advertising,966-54-1308018,Dammam,"advertising,marketing",Promotional materials,Aien aletisal Advertising,https://www.findsaudi.com/en/CatView/402/3502/Aien_aletisal_Advertising.aspx
Fursan Pack,966-16-3220022,Riaydh,"advertising,marketing",Promotional materials,Fursan Packaging : ALL KIND OF BAGS,https://www.findsaudi.com/en/CatView/402/3242/Fursan_Pack.aspx
venecia lighting colors,966-11-4103008,Riaydh,"advertising,marketing",Promotional materials,"is a Saudi company operates a global high standards, and according to an integrated communication strategy that includes advertising, organization and marketing, public relations, and the strength of ...",https://www.findsaudi.com/en/CatView/402/2985/venecia_lighting_colors.aspx
(colorscean(event,966-54-1006007,Dammam,"advertising,marketing",Promotional materials,"Inline image 1 is known for its diverse portfolio of gift and promotional items.Inline image 2 , since its inception, has been building its strong position in the fast growing gifts and promotional en...",https://www.findsaudi.com/en/CatView/402/2959/_colorscean_event.aspx
Marbelife,966-1-122843008,Riaydh,"advertising,marketing",Promotional materials,"Marbelife incorporation was established in 2000 in the Kingdom of Saudi Arabia, Headquartered in ""Jeddah"" city.
Marbelife offers a wide range of products and services in several fields such as indust...",https://www.findsaudi.com/en/CatView/402/2686/Marbelife.aspx
Color Brightness,966-56-3823198,Jadda,"advertising,marketing",Promotional materials,Color Brightness Prmomtional Items supplier and imprint items,https://www.findsaudi.com/en/CatView/402/2532/Color_Brightness.aspx
Electro Industries,966-12-6380833,Jadda,"advertising,marketing",Promotional materials,"Electro Industries was established as an industrial and trading company in 1971 in Jeddah, Saudi Arabia, under the name Advertising Publicity & Decoration Products Manufacturing, Co. Ltd. (Electro Dec...",https://www.findsaudi.com/en/CatView/402/1175/Electro_Industries.aspx
Tanami,966-11-2227044,Riaydh,"Associations, trade unions, chambers",Associations,Non-profit Organisation for development Work,https://www.findsaudi.com/en/CatView/833/27951/Tanami.aspx
Saudi Society for Social Health Service,966-12-6638030,Jadda,"Associations, trade unions, chambers",Associations,"Saudi Society established social service and health decision of the Minister of Health in charge of Engineer Adel Faqih, Chairman of the Board of Trustees of the Saudi Commission for Health Specialtie...",https://www.findsaudi.com/en/CatView/833/2793/Saudi_Society_for_Social_Health_Service.aspx
AL-Ber Association,966-16-3334411,Al Qassim,"Associations, trade unions, chambers",Associations,Charity in Qassim province.,https://www.findsaudi.com/en/CatView/833/2786/AL_Ber_Association.aspx
Haji & M’utamer’s Gift,966-12-5401111,Macca,"Associations, trade unions, chambers",Associations,First voluntary association specializes in providing pilgrims with all services.,https://www.findsaudi.com/en/CatView/833/2784/Haji_M_utamer_s_Gift.aspx
The Charity for Engineering Services,966-11-4543330,Riaydh,"Associations, trade unions, chambers",Associations,"The charity for engineering services license Ministerial Decree No. 55 385, date of 10/20/1426 AH of the Minister of Social Affairs, Kingdom of Saudi Arabia, which empowers the Assembly to start its a...",https://www.findsaudi.com/en/CatView/833/2550/The_Charity_for_Engineering_Services.aspx
Saudi Arab Society for Arts and Culture,966-11-4420100,Riaydh,"Associations, trade unions, chambers",Associations,"Saudi Arab Society for Arts and Culture: On 19/11/1393 H corresponding to 13/12/1973 AD. Resolution No. 43 issued by the General Directorate of Youth Welfare, the Ministry of Labour and Social Affairs...",https://www.findsaudi.com/en/CatView/833/2470/Saudi_Arab_Society_for_Arts_and_Culture.aspx
Saudi Art Association SAA,966-11-4646140,Riaydh,"Associations, trade unions, chambers",Associations,Saudi Art Association SAA :Is a non-profit cultural institution means an independent fine arts financially and administratively established Minister of Culture and Information No. resolution (m / f / ...,https://www.findsaudi.com/en/CatView/833/2471/Saudi_Art_Association_SAA.aspx
Saudi Geographical Society,966-11-4678798,Riaydh,"Associations, trade unions, chambers",Associations,"Message:
The message of the Saudi Geographical Society at King Saud University start from it is keen to link national expertise in the specialty of geography aspects qualified well in education, rese...",https://www.findsaudi.com/en/CatView/833/1694/Saudi_Geographical_Society.aspx
Saudi Management Association,966-11-4674044,Riaydh,"Associations, trade unions, chambers",Associations,Saudi Management Association: State keen on the establishment of scientific societies in the UK in early to take care of the common interests of its employees and develop their performance and to crea...,https://www.findsaudi.com/en/CatView/833/1638/Saudi_Management_Association.aspx
Saudi Geographical Society,966-11-4678798,Riaydh,"Associations, trade unions, chambers",Associations,The implementation of the new Statute of the Saudi Geographical Society was approved during the 11th session of the King Saud University Research Council held on 28/5/1403 H designating King Saud Univ...,https://www.findsaudi.com/en/CatView/833/1359/Saudi_Geographical_Society.aspx
Taibah Association,966-14-3502000,Medina,"Associations, trade unions, chambers",Associations,"Out of a sense of responsibility towards the inhabitants of Thebes good on the occupier best prayer, peace and humanitarian message noble campaign Physicians good charities in the city of the Prophet,...",https://www.findsaudi.com/en/CatView/833/1358/Taibah_Association.aspx
alwsm,966-966-550557657,Riaydh,"Associations, trade unions, chambers",Chambers of Industry & Commerce,alwsm,https://www.findsaudi.com/en/CatView/832/28501/alwsm.aspx
E-training in the Abha Chamber,966-11-920033486,Abha,"Associations, trade unions, chambers",Chambers of Industry & Commerce,"E-training in the Abha Chamber : the program is provided by a remote training system using asynchronous training, where pre-prepared lectures are provided, and the trainee can attend the lectures at a...",https://www.findsaudi.com/en/CatView/832/26321/E_training_in_the_Abha_Chamber.aspx
tfaseel,966-5-4331983,Riaydh,"Associations, trade unions, chambers",Chambers of Industry & Commerce,Design & Furniture,https://www.findsaudi.com/en/CatView/832/18422/tfaseel.aspx
MAK Counsultancy Company,966-54-2461023,Riaydh,"Associations, trade unions, chambers",Chambers of Industry & Commerce,A company specialized in the engineering supervision work on all projects of civil defense and construction works and accredited to the Municipality of Riyadh and civil defense in Riyadh and the Indus...,https://www.findsaudi.com/en/CatView/832/4837/MAK_Counsultancy_Company.aspx
Riyadh Chamber of Commerce & Industry,966-11-4040044,Riaydh,"Associations, trade unions, chambers",Chambers of Industry & Commerce,"The Riyadh Chamber of Commerce & Industry (RCCI) was established in 1381 A.H. as a non-governmental in accordance to a special system and belongs, as other chambers of the Kingdom to the Council of Sa...",https://www.findsaudi.com/en/CatView/832/981/Riyadh_Chamber_of_Commerce_Industry.aspx
mohammed abdullah,966-11-4211625,Riaydh,"Associations, trade unions, chambers",Embassies,Director of Security and Safety Department,https://www.findsaudi.com/en/CatView/1681/4942/mohammed_abdullah.aspx
National Guard Ministry,966-11-4912222,Riaydh,"Associations, trade unions, chambers",Ministries,"Once declared King Abdulaziz, may God have mercy on him, unite this nation, after Jihad long; laid the foundations of unity, and the foundations of the elements of the modern state on the land that wa...",https://www.findsaudi.com/en/CatView/1913/2161/National_Guard_Ministry.aspx
Ministry of Transport,966-11-8744444,Riaydh,"Associations, trade unions, chambers",Ministries,"● interest established for public works and minerals in 1355 AH (1935 AD) under the Ministry of Finance and National Economy and was concerned with the affairs of public works, including roads.
● In ...",https://www.findsaudi.com/en/CatView/1913/2160/Ministry_of_Transport.aspx
Ministry of Water and Electricity,966-11-2038888,Riaydh,"Associations, trade unions, chambers",Ministries,"With the emerging of the new down to the modern Saudi state by its founder king Abdul Aziz , the winds of development blew on the vast peninsula in al fields like the water and electricity ones the de...",https://www.findsaudi.com/en/CatView/1913/2159/Ministry_of_Water_and_Electricity.aspx
Ministry Of Finance,966-11-4050000,Riaydh,"Associations, trade unions, chambers",Ministries,"When the basic instructions of the Kingdom of Hijaz issued that financial matters are managed by the Department of Finance, has been

The formation of the Directorate General for financial managemen...",https://www.findsaudi.com/en/CatView/1913/2157/Ministry_Of_Finance.aspx
Ministry of Labor,966-11-2006666,Riaydh,"Associations, trade unions, chambers",Ministries,"Fiscal year 1424/1425 is its exceptional year for the Ministry of Labour, as a result of the many changes that have occurred in the organization and functions of the ministry, in this year's Council o...",https://www.findsaudi.com/en/CatView/1913/2156/Ministry_of_Labor.aspx
Ministry of Health,966-11-2125555,Riaydh,"Associations, trade unions, chambers",Ministries,"Since the modern state of Saudi Arabia was first founded by King Abdul Aziz Bin Abdul Rahman Al Saud -God rest his soul-, public health and disease control were among the government’s top priorities. ...",https://www.findsaudi.com/en/CatView/1913/2155/Ministry_of_Health.aspx
Ministry Of Municipal & Rural Affairs,966-11-4569999,Riaydh,"Associations, trade unions, chambers",Ministries,It turns out the first organization of municipalities in the Kingdom within the basic instructions of the Kingdom issued by Royal Decree in 21/02/1345 AH; It singled out Section VIII of this instructi...,https://www.findsaudi.com/en/CatView/1913/2154/Ministry_Of_Municipal_Rural_Affairs.aspx
The Ministry of Islamic Affairs,966-11-4730401,Riaydh,"Associations, trade unions, chambers",Ministries,"The Ministry of Islamic Affairs, Endowments, Call and Guidance was established in the month of Muharram 1414 AH 1414 to take over / 1 / Based on the Royal Decree of figure (A / 3) and the date 20 Resp...",https://www.findsaudi.com/en/CatView/1913/2153/The_Ministry_of_Islamic_Affairs.aspx
Ministry of Social Affairs,966-11-4778888,Riaydh,"Associations, trade unions, chambers",Ministries,Agency social and family care work for programs and projects that contribute to helping to lift the economic and social level of the citizens and taking their hands toward helping themselves through t...,https://www.findsaudi.com/en/CatView/1913/2152/Ministry_of_Social_Affairs.aspx
Ministry of Civil Service,966-11-4026666,Riaydh,"Associations, trade unions, chambers",Ministries,"The interest in the affairs of the civil service in Saudi Arabia is not a newcomer, as laying the foundations for management of the King Abdul Aziz - may God have mercy on him - with the beginnings of...",https://www.findsaudi.com/en/CatView/1913/2151/Ministry_of_Civil_Service.aspx
Ministry Of Foreign Affairs,966-11-4067777,Riaydh,"Associations, trade unions, chambers",Ministries,"Ministry Of Foreign Affairs  : When His Majesty the Late King Abdulaziz succeeded in consolidating his rule in the Kingdom of Saudi Arabia on the basis of Islamic Sharia, he started building good repu...",https://www.findsaudi.com/en/CatView/1913/1959/Ministry_Of_Foreign_Affairs.aspx
Ministry Of Culture & Information,966-11-4068888,Riaydh,"Associations, trade unions, chambers",Ministries,"The Ministry of Information was established in 1962. In 2003, responsibility for culture was added to the Ministry's portfolio.

The new Ministry was given an agency for culture, and took responsibi...",https://www.findsaudi.com/en/CatView/1913/1958/Ministry_Of_Culture_Information.aspx
Ministry of Higher Education,966-11-4415555,Riaydh,"Associations, trade unions, chambers",Ministries,"Ministry of Higher Education::
Higher Education in Saudi Arabia:

Comprehensive development works are taking place across the Kingdom of Saudi Arabia in all fields, and higher education is no excep...",https://www.findsaudi.com/en/CatView/1913/1957/Ministry_of_Higher_Education.aspx
Ministry of Education,966-11-4042888,Riaydh,"Associations, trade unions, chambers",Ministries,Ministry of Education: The first appearance of a system of education in the Kingdom of Saudi Arabia and the creation of knowledge through the Directorate in 1344 and served as its lay the foundation s...,https://www.findsaudi.com/en/CatView/1913/1956/Ministry_of_Education.aspx
Ministry Of Petroleum & Mineral Resources,966-11-4787777,Riaydh,"Associations, trade unions, chambers",Ministries,The Ministry of Petroleum and Mineral Resources is one of the governmental bodies of Saudi Arabia and part of the cabinet. The ministry has the function of developing and implementing policies related...,https://www.findsaudi.com/en/CatView/1913/1955/Ministry_Of_Petroleum_Mineral_Resources.aspx
Ministry of Economy and Planning,966-11-4011444,Riaydh,"Associations, trade unions, chambers",Ministries,"The Kingdom of Saudi Arabia has a planning tradition that spans over 30 years. The formal planning process, which started in 1970 (1390 Hijra), enabled the Saudi Government to make prudent decisions i...",https://www.findsaudi.com/en/CatView/1913/1954/Ministry_of_Economy_and_Planning.aspx
Ministry of Communications and Information Technology,966-11-4522222,Riaydh,"Associations, trade unions, chambers",Ministries,"Ministry of Communications and Information Technology : The late King Abdul Aziz, may Allah have mercy upon him, had realized the importance of posts and telecommunications and the necessity of using ...",https://www.findsaudi.com/en/CatView/1913/1953/Ministry_of_Communications_and_Information_Technology.aspx
Ministry of Housing,966-11-4070100,Riaydh,"Associations, trade unions, chambers",Ministries,"Ministry of Housing:
  The ministry aims to provide adequate housing in accordance with the appropriate options to the needs of citizens and in particular the following:

     Facilitate citizen ac...",https://www.findsaudi.com/en/CatView/1913/1952/Ministry_of_Housing.aspx
The Ministry of Hajj,966-11-4026225,Riaydh,"Associations, trade unions, chambers",Ministries,"ABOUT THE MINISTRY

    The Ministry was established in 1381 A.H. under the name of “The Ministry of Hajj and Endowments” to undertake the supervision of the affairs of Hajj, endowments, the Two Hol...",https://www.findsaudi.com/en/CatView/1913/1936/The_Ministry_of_Hajj.aspx
Ministry Of Interior,966-11-4011944,Riaydh,"Associations, trade unions, chambers",Ministries,"Ministry Of Interior :
The founder of the Kingdom, late King Abdulaziz has established peace, stability and security nationwide in accordance with Islamic Sharia laws. He has put an end to political ...",https://www.findsaudi.com/en/CatView/1913/1935/Ministry_Of_Interior.aspx
Ministry of Commerce and Industry,966-11-4012222,Riaydh,"Associations, trade unions, chambers",Ministries,"In Dhu al-Hijjah, 1344h (1926), King Abdulaziz, May Allah bless his soul and forgive him, issued what is known as the Sunni Will, wherein the ottoman law provisions, consistent with Allah's jurisprude...",https://www.findsaudi.com/en/CatView/1913/1934/Ministry_of_Commerce_and_Industry.aspx
House cleaning company in Tabuk,966-11-0563500231,Tabuk,"Associations, trade unions, chambers",Public institutions and bodies,"A house cleaning company in Tabuk is a company specialized in providing cleaning services for homes in the city of Tabuk, Saudi Arabia. The company is characterized by a professional team of workers t...",https://www.findsaudi.com/en/CatView/1682/28402/House_cleaning_company_in_Tabuk.aspx
the General Organization for Social Insurance,966-11-8087777,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"the General Organization for Social Insurance:
The Social Insurance Law was issued under the Royal Decree No. M/22 dated 15/11/1969. The Annuities Branch was implemented on 01/01/1393H. and the Occup...",https://www.findsaudi.com/en/CatView/1682/26449/the_General_Organization_for_Social_Insurance.aspx
Owners program,966-11-4070100,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"Owners program: a program that enables owners to establish an association that includes all owners of housing units with common parts, as this association facilitates access to services, communication...",https://www.findsaudi.com/en/CatView/1682/26277/Owners_program.aspx
Tabseer,966-532-197118,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"Established in the Kingdom of Saudi Arabia, Tabseer is an accredited body providing conformity assessment services for businesses targeting the Middle East and North Africa markets. We deliver product...",https://www.findsaudi.com/en/CatView/1682/5981/Tabseer.aspx
alesnad,966-11-2060744,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,Alesnad of military equipment  :  was founded in 1993 and includes a number of sections and departments of the most important Civil Protection Department and the reference plant for spare parts for eq...,https://www.findsaudi.com/en/CatView/1682/3574/alesnad.aspx
Badir Program,966-11-2052018,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,BADIR is a Technology Incubator Program launched by King Abdul Aziz City for Science and Technology (KACST) in 2007. The word ‘Badir’ means ‘to initiate’. Badir is a national program aimed at accelera...,https://www.findsaudi.com/en/CatView/1682/3217/Badir_Program.aspx
ASWARZAN TRADING EST,966-11-4455797,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"ASWARZAN TRADING EST : Registered trading company dealing with commercial services and military equipment and operation of laboratories and factories.
Aswarzan Trading Establishment of Riyadh, Saudi ...",https://www.findsaudi.com/en/CatView/1682/3129/ASWARZAN_TRADING_EST.aspx
Qoah corporation,966-563-130356,Riyadh Governorates,"Associations, trade unions, chambers",Public institutions and bodies,Qoah corporation is a leading company provides the opportunity and the power of the young creators to develop their ideas and their projects in an integrated work environment,https://www.findsaudi.com/en/CatView/1682/2957/Qoah_corporation.aspx
Internet Services Unit,966-11-4813924,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,Work began on the introduction of the internet to Saudi Arabia after the Council of Ministers Resolution No.163 on 24\10\1417\1996 which authorized the king Abdul Aziz City for Science and Technology ...,https://www.findsaudi.com/en/CatView/1682/2238/Internet_Services_Unit.aspx
King Abdulaziz City for Science and Technology (KACST),966-11-4883555,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,King Abdulaziz City for Science and Technology (KACST) is an independent scientific organization administratively reporting to the Prime Minister. KACST is both the Saudi Arabian national science agen...,https://www.findsaudi.com/en/CatView/1682/2201/King_Abdulaziz_City_for_Science_and_Technology_KACST_.aspx
Jeddah information center,966-12-6515111,Jadda,"Associations, trade unions, chambers",Public institutions and bodies,"Information presents a vital and important factor in decision-making. The efficiency and competence of all entities are limited to the extent of providing reliable and updated information, which the a...",https://www.findsaudi.com/en/CatView/1682/2178/Jeddah_information_center.aspx
Knowledge Economic City,966-11-8651010,Medina,"Associations, trade unions, chambers",Public institutions and bodies,Knowledge Economic City (KEC) is aimed to serve Saudi Arabia’s economic diversification strategy and reviving Madinah’s role as a center for the Islamic knowledge and a global knowledge and culture ce...,https://www.findsaudi.com/en/CatView/1682/2174/Knowledge_Economic_City.aspx
Council of Competition,966-11-4774312,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,Consistent with the economic policy which is based on the principles of competition which is adopted by the Kingdom of Saudi Arabia due to considerable developments are taking place in the economic ar...,https://www.findsaudi.com/en/CatView/1682/2173/Council_of_Competition.aspx
Council of Saudi Chambers,966-11-2182244,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,The Council for Saudi Chambers of Commerce and Industry is the official federation for the 28 Saudi Chambers. The Council was formed as per the Royal Decree # R/6 dated 30/04/1400 Hijri (March 1980) w...,https://www.findsaudi.com/en/CatView/1682/2172/Council_of_Saudi_Chambers.aspx
Majlis Ash-Shura,966-11-4821666,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,Shura (consultation) in Saudi Arabia has passed through several stages since the arrival of the late King Abdul-Aziz into Mecca in 1924. He called for the application of Shura at that early date. King...,https://www.findsaudi.com/en/CatView/1682/2170/Majlis_Ash_Shura.aspx
Supreme Economic Council,966-11-4803744,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"Given the high priority of economic issues on the international agenda and their direct effects on the development and stability of nations, determining economic policies and managing economic affairs...",https://www.findsaudi.com/en/CatView/1682/2169/Supreme_Economic_Council.aspx
The Supreme Judicial Council,966-11-2884333,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"King Abdulaziz form the first administration of the judiciary in Mecca in 1343 AH and linked to him.

- Amended its name after a year to the Presidency of the judiciary in the year 1344 H was tempor...",https://www.findsaudi.com/en/CatView/1682/2168/The_Supreme_Judicial_Council.aspx
Presidency Of Meteorology And Environment,966-12-6536381,Jadda,"Associations, trade unions, chambers",Public institutions and bodies,Saudi Arabia has made a quantum leap in the field of meteorology and environmental protection and conservation of resources is not surprising that were the subject of the environment and protection wi...,https://www.findsaudi.com/en/CatView/1682/2167/Presidency_Of_Meteorology_And_Environment.aspx
General Presidency OF Two Holy Mosques,966-12-5733777,Macca,"Associations, trade unions, chambers",Public institutions and bodies,General Presidency for the affairs of the Grand Mosque and the Prophet's Mosque government agency is directly linked to the Prime Minister and Chairman of the machine heads the rank of minister and no...,https://www.findsaudi.com/en/CatView/1682/2166/General_Presidency_OF_Two_Holy_Mosques.aspx
Council Of Cooperative Health Insurance,966-11-4878600,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"Qualifying department qualifies insurance companies to participate in the cooperative health insurance business, and qualifies third party administrative companies to handle cooperative health insuran...",https://www.findsaudi.com/en/CatView/1682/2057/Council_Of_Cooperative_Health_Insurance.aspx
Human Resources Development Fund,966-11-2186500,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,The establishment of the Human Resources Development Fund under the Council of Ministers Decision No. (107) dated 29/04/1421 H Royal Decree No. Decree (M / 18) dated 05/05/1421 H personality independe...,https://www.findsaudi.com/en/CatView/1682/1933/Human_Resources_Development_Fund.aspx
Real Estate Development Fund,966-11-4792222,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,Established Real Estate Development Fund under the Royal Decree No. ((M / 23)) and the date 06/11/1394 H corresponding to 01/07/1974 AD and began its operations in 1395 after a year of its establishme...,https://www.findsaudi.com/en/CatView/1682/1932/Real_Estate_Development_Fund.aspx
Agricultural Development Fund,966-11-2118888,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,Saudi Arabian Agricultural Bank was established by Royal Decree No. (58) and the date of 12/03/1382 AH to be a credit institution governmental organizations specializing in various areas of agricultur...,https://www.findsaudi.com/en/CatView/1682/1931/Agricultural_Development_Fund.aspx
The Public Investment Fund (PIF),966-11-4050000,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"The Public Investment Fund (PIF) was established by Royal Decree No. M/24, dated 25-06-1391H corresponding to 17-08-1971. The purpose of establishing PIF was to provide financing support to productive...",https://www.findsaudi.com/en/CatView/1682/1930/The_Public_Investment_Fund_PIF_.aspx
The Saudi Fund for Development,966-11-2794000,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"The Saudi Fund for Development was established by Royal Decree No. M/48 dated 14/8/1394 AH corresponding to 1/9/1974 It commenced operations on 18/2/1395 AH corresponding to 1/3/1975.
As defined in i...",https://www.findsaudi.com/en/CatView/1682/1929/The_Saudi_Fund_for_Development.aspx
Saudi Industrial Development Fund,966-11-4774002,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,The Saudi Industrial Development Fund plays a pivotal role in the fulfillment of the objectives and policies of programs devised for the industrialization of Saudi Arabia. It implements these programs...,https://www.findsaudi.com/en/CatView/1682/1928/Saudi_Industrial_Development_Fund.aspx
Riyadh Municiplaity,966-11-4112222,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"The secretariat of the city of Riyadh municipality of small means and functions and personnel was established in 1356 e was Responsible for in that time, ""director of the municipality"", and the first ...",https://www.findsaudi.com/en/CatView/1682/1927/Riyadh_Municiplaity.aspx
Madinah Municipality,966-14-8227400,Medina,"Associations, trade unions, chambers",Public institutions and bodies,"Secretariat of the Medina area: after the end of the Hashemite rule directly and swear allegiance to Alhijazian of King Abdulaziz, and developed a set of regulations called the (basic instructions of ...",https://www.findsaudi.com/en/CatView/1682/1926/Madinah_Municipality.aspx
Qassim Municipality,966-16-3265000,Al Qassim,"Associations, trade unions, chambers",Public institutions and bodies,Buraidah Municipality was established in 01/03/1381 AH was appointed Abdullah bin Hamoud al-Barrak as its chairman and later Suleiman bin Mohammed Darepie and then in favor of Barak Al-Ali Al-Barrak t...,https://www.findsaudi.com/en/CatView/1682/1925/Qassim_Municipality.aspx
Jeddah Municipality,966-12-6149999,Jadda,"Associations, trade unions, chambers",Public institutions and bodies,"Our Goal:

Capitalizing on its unique position as the ""Gateway to the Two Holy Mosques"", Jeddah aspires to be a world-class Islamic Cultural Center as well as a global commercial and tourist destina...",https://www.findsaudi.com/en/CatView/1682/1924/Jeddah_Municipality.aspx
Taif Province Municipality,966-12-7491177,The Taif,"Associations, trade unions, chambers",Public institutions and bodies,"Received Taif like other provinces of the Kingdom care and attention of the wise government, led by the Custodian of the Two Holy Mosques King Abdullah bin Abdul Aziz and His Highness the Crown Prince...",https://www.findsaudi.com/en/CatView/1682/1923/Taif_Province_Municipality.aspx
Holy Macca Municipality,966-12-5735228,Macca,"Associations, trade unions, chambers",Public institutions and bodies,"The history of the establishment of the Holy City Secretariat to the year 1345 AH during the reign of King Abdul Aziz, may God rest his soul after the issuance of an order from God bless his soul anne...",https://www.findsaudi.com/en/CatView/1682/1922/Holy_Macca_Municipality.aspx
Office of the Ombudsman,966-11-2156351,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"Seeks Office of the Ombudsman to check the lofty mission was established for it, the determination of the grievances of the people and achieve the desired justice, since he was in 1373 AH Diwan of the...",https://www.findsaudi.com/en/CatView/1682/1921/Office_of_the_Ombudsman.aspx
General Directorate of Civil Defense,966-11-4925033,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"Civil Defense tasks are focused on maintaining the national resources of the country and protecting the lives of the public.  In order to perform these tasks, the General Directorate of Civil Defense ...",https://www.findsaudi.com/en/CatView/1682/1918/General_Directorate_of_Civil_Defense.aspx
General Directorate Of Public  Security,966-11-4419688,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"Objectives of Public 
Security ::
    Preventing all sorts of crimes before they occur.

    Protecting lives and properties.

    Arresting crime perpetrators.

    Securing administrative an...",https://www.findsaudi.com/en/CatView/1682/1917/General_Directorate_Of_Public_Security.aspx
General Commission for Survey,966-11-4647693,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"General Commission for Survey :
The Foundation::

The General Commission for Survey was established in accordance with the Council of Ministers Resolution No.(8) dated 14/1/1427H, Corresponding to ...",https://www.findsaudi.com/en/CatView/1682/1916/General_Commission_for_Survey.aspx
General Directorate of Narcotics Control (GDNC).,966-11-4766168,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"General Directorate of Narcotics Control (GDNC).::
Background::


    In 1345 H., a law was issued to regulate dealings in narcotics.

    In 1374 H., Cabinet Resolution No. 11, defining punishm...",https://www.findsaudi.com/en/CatView/1682/1915/General_Directorate_of_Narcotics_Control_GDNC_.aspx
General Directorate For Prisons,966-11-2065555,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"General Directorate For Prisons : Prisons were in Saudi Arabia linked departments police as one of the multiple divisions, and in 1388 issued Commissioner to approve the establishment of a public inte...",https://www.findsaudi.com/en/CatView/1682/1914/General_Directorate_For_Prisons.aspx
General Department of Passport,966-11-4771100,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"Directorate General of Passports:
  Entrusted with the work of passports to the Directorate General of Police at its inception in 1343 where he established the first in the UK passports in Mecca that...",https://www.findsaudi.com/en/CatView/1682/1912/General_Department_of_Passport.aspx
The General Directorate For The Border Guards,966-11-4020222,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,General Directorate of Border Guard :: King Abdul Aziz put God have mercy on the infrastructure of the state apparatus and began God bless his soul attention to the idea of setting centers and patrols...,https://www.findsaudi.com/en/CatView/1682/1911/The_General_Directorate_For_The_Border_Guards.aspx
Human Rights Commission,966-11-4628210,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"Saudi Human Rights Commission: Commission aims to protect and promote human rights and according to Islamic law and international human rights standards in all areas, and the dissemination of awarenes...",https://www.findsaudi.com/en/CatView/1682/1756/Human_Rights_Commission.aspx
The Electricity & Cogeneration Regulatory Authority (ECRA),966-11-2019000,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"The Electricity & Cogeneration Regulatory Authority (ECRA) is a financially and administratively independent Saudi organization , which regulates the electricity and water desalination industry in Sau...",https://www.findsaudi.com/en/CatView/1682/1755/The_Electricity_Cogeneration_Regulatory_Authority_ECRA_.aspx
